,name,link,state_year,unique_id
1193,Altaf Ahmad Wani,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=111,JammuKashmir2024,JammuKashmir2024_111
1194,Hasnain Masoodi,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=15,JammuKashmir2024,JammuKashmir2024_15
1195,Javaid Riyaz,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=604,JammuKashmir2024,JammuKashmir2024_604
1196,Ajaz Ahmed Jan,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=405,JammuKashmir2024,JammuKashmir2024_405
1197,Waheed Ur Rehman Para,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=61,JammuKashmir2024,JammuKashmir2024_61
1198,Narinder Singh Raina,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=678,JammuKashmir2024,JammuKashmir2024_678
1199,Javid Ahmad Dar,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=716,JammuKashmir2024,JammuKashmir2024_716
1200,Iftkar Ahmed,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=346,JammuKashmir2024,JammuKashmir2024_346
1201,Ghulam Mohi Uddin Mir,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=66,JammuKashmir2024,JammuKashmir2024_66
1202,Arjun Singh Raju,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=145,JammuKashmir2024,JammuKashmir2024_145
1203,Dr Devinder Kumar Manyal,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=681,JammuKashmir2024,JammuKashmir2024_681
1204,Sunil Bhardwaj,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=682,JammuKashmir2024,JammuKashmir2024_682
1205,Kuldeep Raj Dubey,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=277,JammuKashmir2024,JammuKashmir2024_277
1206,Surjeet Singh Slathia,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=966,JammuKashmir2024,JammuKashmir2024_966
1207,Reyaz Ahmad Khan,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=231,JammuKashmir2024,JammuKashmir2024_231
1208,Shabir Ahmad Kullay,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=26,JammuKashmir2024,JammuKashmir2024_26
1209,Baldev Raj Sharma,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=429,JammuKashmir2024,JammuKashmir2024_429
1210,Hilal Akbar Lone,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=800,JammuKashmir2024,JammuKashmir2024_800
1211,Irshad Rasool Kar,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=714,JammuKashmir2024,JammuKashmir2024_714
1212,Bashir Ahmad Shah Veeri,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=103,JammuKashmir2024,JammuKashmir2024_103
1213,Gharu Ram,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=771,JammuKashmir2024,JammuKashmir2024_771
1214,Choudhary Mohammed Akram,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=402,JammuKashmir2024,JammuKashmir2024_402
1215,Muzaffar Iqbal Khan,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=312,JammuKashmir2024,JammuKashmir2024_312
1216,Rafiq Ahmad Naik,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=58,JammuKashmir2024,JammuKashmir2024_58
1217,Saifullah Mir,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=737,JammuKashmir2024,JammuKashmir2024_737
1218,Ranbir Singh Pathania,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=698,JammuKashmir2024,JammuKashmir2024_698
1219,Pawan Kumar Gupta,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=574,JammuKashmir2024,JammuKashmir2024_574
1220,Sajjad Shafi,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=717,JammuKashmir2024,JammuKashmir2024_717
1221,Chander Parkash,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=827,JammuKashmir2024,JammuKashmir2024_827
1222,Irfan Hafiz Lone,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=880,JammuKashmir2024,JammuKashmir2024_880
1223,Tanvir Sadiq,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=324,JammuKashmir2024,JammuKashmir2024_324
1224,Showkat Hussain Ganie,https://myneta.info/JammuKashmir2024/candidate.php?candidate_id=154,JammuKashmir2024,JammuKashmir2024_154
1225,Shatrughan Mahto,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1022,Jharkhand2024,Jharkhand2024_1022
1226,Nagendra Mahto,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=841,Jharkhand2024,Jharkhand2024_841
1227,Samir Kumar Mohanty,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=183,Jharkhand2024,Jharkhand2024_183
1228,Hemant Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=895,Jharkhand2024,Jharkhand2024_895
1229,Manoj Kumar Yadav,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=255,Jharkhand2024,Jharkhand2024_255
1230,Roshan Lal Choudhary,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=167,Jharkhand2024,Jharkhand2024_167
1231,Amit Kumar Yadav,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=249,Jharkhand2024,Jharkhand2024_249
1232,Anant Pratap Deo,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=8,Jharkhand2024,Jharkhand2024_8
1233,Naresh Prasad Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=239,Jharkhand2024,Jharkhand2024_239
1234,Chamra Linda,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=311,Jharkhand2024,Jharkhand2024_311
1235,Shwettaa Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1354,Jharkhand2024,Jharkhand2024_1354
1236,Dhananjay Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=892,Jharkhand2024,Jharkhand2024_892
1237,Deepak Birua,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=139,Jharkhand2024,Jharkhand2024_139
1238,Sukhram Oraon,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=783,Jharkhand2024,Jharkhand2024_783
1239,Uma Kant Rajak,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=813,Jharkhand2024,Jharkhand2024_813
1240,Janardhan Paswan,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=175,Jharkhand2024,Jharkhand2024_175
1241,Radha Krishana Kishore,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=661,Jharkhand2024,Jharkhand2024_661
1242,Alok Kumar Chaurasiya,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=308,Jharkhand2024,Jharkhand2024_308
1243,Suresh Paswan,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=932,Jharkhand2024,Jharkhand2024_932
1244,Raj Sinha,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=823,Jharkhand2024,Jharkhand2024_823
1245,Babu Lal Marandi,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1251,Jharkhand2024,Jharkhand2024_1251
1246,Basant Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=831,Jharkhand2024,Jharkhand2024_831
1247,Jairam Kumar Mahato,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=855,Jharkhand2024,Jharkhand2024_855
1248,Kalpana Murmu Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=849,Jharkhand2024,Jharkhand2024_849
1249,Satyendra Nath Tiwari,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=61,Jharkhand2024,Jharkhand2024_61
1250,Ram Das Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=79,Jharkhand2024,Jharkhand2024_79
1251,Sudivya Kumar,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=853,Jharkhand2024,Jharkhand2024_853
1252,Sanjay Prasad Yadav,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1175,Jharkhand2024,Jharkhand2024_1175
1253,Yogendra Prasad,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=804,Jharkhand2024,Jharkhand2024_804
1254,Bhushan Tirkey,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=230,Jharkhand2024,Jharkhand2024_230
1255,Navin Jaiswal,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=347,Jharkhand2024,Jharkhand2024_347
1256,Pradip Prasad,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=262,Jharkhand2024,Jharkhand2024_262
1257,Sanjay Kumar Singh Yadav,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=324,Jharkhand2024,Jharkhand2024_324
1258,Sabita Mahato,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=51,Jharkhand2024,Jharkhand2024_51
1259,Sona Ram Sinku,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=142,Jharkhand2024,Jharkhand2024_142
1260,Lois Marandi,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=947,Jharkhand2024,Jharkhand2024_947
1261,Purnima Sahu,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=418,Jharkhand2024,Jharkhand2024_418
1262,Saryu Roy,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=214,Jharkhand2024,Jharkhand2024_214
1263,Irfan Ansari,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=872,Jharkhand2024,Jharkhand2024_872
1264,Manju Kumari,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=846,Jharkhand2024,Jharkhand2024_846
1265,Devendra Kunwar,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1258,Jharkhand2024,Jharkhand2024_1258
1266,Ragini Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1031,Jharkhand2024,Jharkhand2024_1031
1267,Mangal Kalindi,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=16,Jharkhand2024,Jharkhand2024_16
1268,Suresh Kumar Baitha,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=715,Jharkhand2024,Jharkhand2024_715
1269,Dashrath Gagrai,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=135,Jharkhand2024,Jharkhand2024_135
1270,Rajesh Kachhap,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=885,Jharkhand2024,Jharkhand2024_885
1271,Ram Surya Munda,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=605,Jharkhand2024,Jharkhand2024_605
1272,Dr. Neera Yadav,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=801,Jharkhand2024,Jharkhand2024_801
1273,Naman Bixal Kongari,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=381,Jharkhand2024,Jharkhand2024_381
1274,Prakash Ram,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=283,Jharkhand2024,Jharkhand2024_283
1275,Hemlal Murmu,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=976,Jharkhand2024,Jharkhand2024_976
1276,Rameshwar Oraon,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=289,Jharkhand2024,Jharkhand2024_289
1277,Hafizul Hassan,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=919,Jharkhand2024,Jharkhand2024_919
1278,Deepika Pandey Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=864,Jharkhand2024,Jharkhand2024_864
1279,Stephen Marandi,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=980,Jharkhand2024,Jharkhand2024_980
1280,Niral Purty,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=403,Jharkhand2024,Jharkhand2024_403
1281,Shilpi Neha Tirkey,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=353,Jharkhand2024,Jharkhand2024_353
1282,Nirmal Mahto,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=866,Jharkhand2024,Jharkhand2024_866
1283,Ramchandra Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=278,Jharkhand2024,Jharkhand2024_278
1284,Jagat Majhi,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=144,Jharkhand2024,Jharkhand2024_144
1285,Rabindra Nath Mahato,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=868,Jharkhand2024,Jharkhand2024_868
1286,Arup Chatterjee,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=822,Jharkhand2024,Jharkhand2024_822
1287,Nisat Alam,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=1123,Jharkhand2024,Jharkhand2024_1123
1288,Kushwaha Shashi Bhushan Mehta,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=19,Jharkhand2024,Jharkhand2024_19
1289,Pradeep Yadav,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=958,Jharkhand2024,Jharkhand2024_958
1290,Sanjib Sardar,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=13,Jharkhand2024,Jharkhand2024_13
1291,Md. Tajuddin,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=888,Jharkhand2024,Jharkhand2024_888
1292,Mamta Devi,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=989,Jharkhand2024,Jharkhand2024_989
1293,Chandreshwar Prasad Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=342,Jharkhand2024,Jharkhand2024_342
1294,Uday Shankar Singh,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=924,Jharkhand2024,Jharkhand2024_924
1295,Champai Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=734,Jharkhand2024,Jharkhand2024_734
1296,Alok Kumar Soren,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=830,Jharkhand2024,Jharkhand2024_830
1297,Amit Kumar,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=991,Jharkhand2024,Jharkhand2024_991
1298,Kumar Ujjwal,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=149,Jharkhand2024,Jharkhand2024_149
1299,Bhushan Bara,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=375,Jharkhand2024,Jharkhand2024_375
1300,Chandradeo Mahato,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=934,Jharkhand2024,Jharkhand2024_934
1301,Jiga Susaran Horo,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=227,Jharkhand2024,Jharkhand2024_227
1302,Vikas Kumar Munda,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=333,Jharkhand2024,Jharkhand2024_333
1303,Sudeep Gudhiya,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=160,Jharkhand2024,Jharkhand2024_160
1304,Mathura Prasad Mahato,https://myneta.info/Jharkhand2024/candidate.php?candidate_id=828,Jharkhand2024,Jharkhand2024_828
1305,M.Y.Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7087,Karnataka2023,Karnataka2023_7087
1306,Bhojaraj,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6761,Karnataka2023,Karnataka2023_6761
1307,B. Shivanna,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7817,Karnataka2023,Karnataka2023_7817
1308,Balachandra Laxmanrao Jarkiholi,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7778,Karnataka2023,Karnataka2023_7778
1309,A. Manju,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7084,Karnataka2023,Karnataka2023_7084
1310,K M Shivalingegowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7824,Karnataka2023,Karnataka2023_7824
1311,Laxman Sangappa Savadi,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7828,Karnataka2023,Karnataka2023_7828
1312,Prabhu Chavan,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7093,Karnataka2023,Karnataka2023_7093
1313,Ramalinga Reddy,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7832,Karnataka2023,Karnataka2023_7832
1314,M B Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7104,Karnataka2023,Karnataka2023_7104
1315,B.B.Chimmanakatti,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7110,Karnataka2023,Karnataka2023_7110
1316,Meti Hullappa Yamanappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7113,Karnataka2023,Karnataka2023_7113
1317,S.N. Subbareddy (Chinnakayalapalli),https://myneta.info/Karnataka2023/candidate.php?candidate_id=7115,Karnataka2023,Karnataka2023_7115
1318,Koujalagi Mahantesh Shivanand,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7119,Karnataka2023,Karnataka2023_7119
1319,Gururaj Shetty Gantihole,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8568,Karnataka2023,Karnataka2023_8568
1320,M Krishnappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7121,Karnataka2023,Karnataka2023_7121
1321,S.N. Narayanaswamy. K.M,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7123,Karnataka2023,Karnataka2023_7123
1322,Rajesh Naik U,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6931,Karnataka2023,Karnataka2023_6931
1323,Sharanu Salagar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6932,Karnataka2023,Karnataka2023_6932
1324,Shivanand Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6775,Karnataka2023,Karnataka2023_6775
1325,Ravi Subramanya L.A.,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7128,Karnataka2023,Karnataka2023_7128
1326,Abhay Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8457,Karnataka2023,Karnataka2023_8457
1327,Laxmi R. Hebbalkar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7777,Karnataka2023,Karnataka2023_7777
1328,Asif (Raju) Sait,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8462,Karnataka2023,Karnataka2023_8462
1329,B Nagendra,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7134,Karnataka2023,Karnataka2023_7134
1330,Nara Bharath Reddy,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7861,Karnataka2023,Karnataka2023_7861
1331,Harish Poonja,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7139,Karnataka2023,Karnataka2023_7139
1332,H K Suresh,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7140,Karnataka2023,Karnataka2023_7140
1333,B.K. Sanagameshwara,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7866,Karnataka2023,Karnataka2023_7866
1334,Eshwar Khandre,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7146,Karnataka2023,Karnataka2023_7146
1335,Mankal Vaidya,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7147,Karnataka2023,Karnataka2023_7147
1336,Rahim Khan,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7872,Karnataka2023,Karnataka2023_7872
1337,Dr. Shailendra Beldale,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7151,Karnataka2023,Karnataka2023_7151
1338,Basanagouda R Patil (Yatnal),https://myneta.info/Karnataka2023/candidate.php?candidate_id=6944,Karnataka2023,Karnataka2023_6944
1339,J. T. Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7881,Karnataka2023,Karnataka2023_7881
1340,Sathish Reddy .M,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8577,Karnataka2023,Karnataka2023_8577
1341,Basavaraj Neelappa Shivannanavar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6789,Karnataka2023,Karnataka2023_6789
1342,Krishna Byregowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7160,Karnataka2023,Karnataka2023_7160
1343,S. Raghu,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7163,Karnataka2023,Karnataka2023_7163
1344,T. Raghumurthy,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7890,Karnataka2023,Karnataka2023_7890
1345,K. Harish Gowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7892,Karnataka2023,Karnataka2023_7892
1346,C. Puttarangashetty,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7175,Karnataka2023,Karnataka2023_7175
1347,B.Z.Zameer Ahmed Khan,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7812,Karnataka2023,Karnataka2023_7812
1348,G. T. Devegowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7181,Karnataka2023,Karnataka2023_7181
1349,Basavaraju V Shivaganga,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7898,Karnataka2023,Karnataka2023_7898
1350,H.D. Kumaraswamy,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7187,Karnataka2023,Karnataka2023_7187
1351,H. D. Thammaiah,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7904,Karnataka2023,Karnataka2023_7904
1352,Uday B. Garudachar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7197,Karnataka2023,Karnataka2023_7197
1353,Pradeep Eshwar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6960,Karnataka2023,Karnataka2023_6960
1354,C B Suresh Babu,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6961,Karnataka2023,Karnataka2023_6961
1355,Ganesh Prakash Hukkeri,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7202,Karnataka2023,Karnataka2023_7202
1356,Avinash Umesh Jadhav,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7205,Karnataka2023,Karnataka2023_7205
1357,Dr M C Sudhakar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7920,Karnataka2023,Karnataka2023_7920
1358,K.C.Veerendra Puppy,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7927,Karnataka2023,Karnataka2023_7927
1359,Priyank Kharge,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7211,Karnataka2023,Karnataka2023_7211
1360,S. Muniraju,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7215,Karnataka2023,Karnataka2023_7215
1361,S.S.Mallikarjun,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6799,Karnataka2023,Karnataka2023_6799
1362,Shamanur Shivashankarappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7225,Karnataka2023,Karnataka2023_7225
1363,Karemma,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7933,Karnataka2023,Karnataka2023_7933
1364,K.H.Muniyappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7229,Karnataka2023,Karnataka2023_7229
1365,Bhimanagouda (Rajugouda) Basanagouda Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7939,Karnataka2023,Karnataka2023_7939
1366,Vinay Kulkarni,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7235,Karnataka2023,Karnataka2023_7235
1367,Dheeraj Muniraj,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7237,Karnataka2023,Karnataka2023_7237
1368,H. K. Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7242,Karnataka2023,Karnataka2023_7242
1369,Dinesh Gundu Rao,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7246,Karnataka2023,Karnataka2023_7246
1370,G Janardhan Reddy,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8917,Karnataka2023,Karnataka2023_8917
1371,K H Puttaswamy Gowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8631,Karnataka2023,Karnataka2023_8631
1372,Jarkiholi Ramesh Laxmanrao,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8465,Karnataka2023,Karnataka2023_8465
1373,Priyakrishna,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7960,Karnataka2023,Karnataka2023_7960
1374,S R Srinivas (Vasu),https://myneta.info/Karnataka2023/candidate.php?candidate_id=7962,Karnataka2023,Karnataka2023_7962
1375,Allamprabhu Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7963,Karnataka2023,Karnataka2023_7963
1376,Basawaraj Mattimudu,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6977,Karnataka2023,Karnataka2023_6977
1377,Kaneez Fatima,https://myneta.info/Karnataka2023/candidate.php?candidate_id=9186,Karnataka2023,Karnataka2023_9186
1378,H.M.Ganesh Prasad,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6811,Karnataka2023,Karnataka2023_6811
1379,Sharana Gowda Kandakur,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7280,Karnataka2023,Karnataka2023_7280
1380,Krishna Nayaka,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7974,Karnataka2023,Karnataka2023_7974
1381,Nemarajanaik.K,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8946,Karnataka2023,Karnataka2023_8946
1382,Deshpande Raghunath,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7284,Karnataka2023,Karnataka2023_7284
1383,Mane Srinivas,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7286,Karnataka2023,Karnataka2023_7286
1384,M.R. Manjunath,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7295,Karnataka2023,Karnataka2023_7295
1385,Latha Mallikarjun,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8971,Karnataka2023,Karnataka2023_8971
1386,B P Harish,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7799,Karnataka2023,Karnataka2023_7799
1387,H. P. Swaroop,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7304,Karnataka2023,Karnataka2023_7304
1388,Rudrappa Manappa Lamani,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6817,Karnataka2023,Karnataka2023_6817
1389,Suresha B S,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7994,Karnataka2023,Karnataka2023_7994
1390,Anil Chikkamadhu,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7995,Karnataka2023,Karnataka2023_7995
1391,Ujaneshwar Basavannappa Banakar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7997,Karnataka2023,Karnataka2023_7997
1392,D Sudakar,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7999,Karnataka2023,Karnataka2023_7999
1393,M.Chandrappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7319,Karnataka2023,Karnataka2023_7319
1394,H D Revanna,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7323,Karnataka2023,Karnataka2023_7323
1395,Shanthana Gowda.D.G.,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7325,Karnataka2023,Karnataka2023_7325
1396,B G Govindappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6985,Karnataka2023,Karnataka2023_6985
1397,Sharath Kumar Bachegowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7331,Karnataka2023,Karnataka2023_7331
1398,Mahesh Tenginakai,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7771,Karnataka2023,Karnataka2023_7771
1399,Abbayya Prasad,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7334,Karnataka2023,Karnataka2023_7334
1400,Arvind Bellad,https://myneta.info/Karnataka2023/candidate.php?candidate_id=8017,Karnataka2023,Karnataka2023_8017
1401,Katti Nikhil Umesh,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7656,Karnataka2023,Karnataka2023_7656
1402,Siddu Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7341,Karnataka2023,Karnataka2023_7341
1403,Kashappanavara Vijayanand Shivashankrappa,https://myneta.info/Karnataka2023/candidate.php?candidate_id=7344,Karnataka2023,Karnataka2023_7344
1404,G.D. Harish Gowda,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6988,Karnataka2023,Karnataka2023_6988
1405,Yashavantaraygoud. Vittalagoud. Patil,https://myneta.info/Karnataka2023/candidate.php?candidate_id=6830,Karnataka2023,Karnataka2023_6830
